National_Dex,Pokemon,Form,Series
829,Gossifleur,,['SwSh']
830,Eldegoss,,['SwSh']
831,Wooloo,,['SwSh']
832,Dubwool,,['SwSh']
833,Chewtle,,"['SwSh', 'SV']"
834,Drednaw,,"['SwSh', 'SV']"
835,Yamper,,['SwSh']
836,Boltund,,['SwSh']
837,Rolycoly,,"['SwSh', 'SV']"
838,Carkol,,"['SwSh', 'SV']"
839,Coalossal,,"['SwSh', 'SV']"
840,Applin,,"['SwSh', 'SV']"
841,Flapple,,"['SwSh', 'SV']"
842,Appletun,,"['SwSh', 'SV']"
843,Silicobra,,"['SwSh', 'SV']"
844,Sandaconda,,"['SwSh', 'SV']"
845,Cramorant,,"['SwSh', 'SV']"
846,Arrokuda,,"['SwSh', 'SV']"
847,Barraskewda,,"['SwSh', 'SV']"
848,Toxel,,"['SwSh', 'ZA', 'SV']"
849,Toxtricity,,['SwSh']
849,Toxtricity,Amped Form,"['ZA', 'SV']"
849,Toxtricity,Low Key Form,"['ZA', 'SV']"
850,Sizzlipede,,['SwSh']
851,Centiskorch,,['SwSh']
852,Clobbopus,,"['SwSh', 'ZA']"
853,Grapploct,,"['SwSh', 'ZA']"
854,Sinistea,,"['SwSh', 'SV']"
855,Polteageist,,"['SwSh', 'SV']"
856,Hatenna,,"['SwSh', 'SV']"
857,Hattrem,,"['SwSh', 'SV']"
858,Hatterene,,"['SwSh', 'SV']"
859,Impidimp,,"['SwSh', 'SV']"
860,Morgrem,,"['SwSh', 'SV']"
861,Grimmsnarl,,"['SwSh', 'SV']"
862,Obstagoon,,['SwSh']
863,Perrserker,,"['SwSh', 'ZA', 'SV']"
864,Cursola,,['SwSh']
865,Sirfetch'd,,"['SwSh', 'ZA']"
866,Mr. Rime,,['ZA']
867,Runerigus,,"['SwSh', 'ZA']"
868,Milcery,,"['SwSh', 'SV']"
869,Alcremie,,"['SwSh', 'SV']"
870,Falinks,,"['SwSh', 'ZA', 'SV']"
871,Pincurchin,,"['SwSh', 'SV']"
872,Snom,,"['SwSh', 'SV']"
873,Frosmoth,,"['SwSh', 'SV']"
874,Stonjourner,,"['SwSh', 'SV']"
875,Eiscue,,"['SwSh', 'SwSh', 'SV']"
876,Indeedee,,"['SwSh', 'SwSh', 'ZA', 'SV']"
876,Indeedee,Male,['SV']
877,Morpeko,,"['SwSh', 'ZA', 'SV']"
878,Cufant,,"['SwSh', 'SV']"
879,Copperajah,,"['SwSh', 'SV']"
880,Dracozolt,,['SwSh']
881,Arctozolt,,['SwSh']
882,Dracovish,,['SwSh']
883,Arctovish,,['SwSh']
884,Duraludon,,"['SwSh', 'SV']"
885,Dreepy,,"['SwSh', 'SV']"
886,Drakloak,,"['SwSh', 'SV']"
886,Mr. Rime,,['SwSh']
887,Dragapult,,"['SwSh', 'SV']"
888,Zacian,,"['SwSh', 'SwSh', 'SV']"
889,Zamazenta,,"['SwSh', 'SwSh', 'SV']"
890,Eternatus,,"['SwSh', 'SV']"
891,Kubfu,,"['SwSh', 'SV']"
892,Urshifu,Rapid-Strike Style,"['SwSh', 'SV']"
892,Urshifu,Single-Strike Style,"['SwSh', 'SV']"
893,Zarude,,"['SwSh', 'SV']"
894,Regieleki,,"['SwSh', 'SV']"
895,Regidrago,,"['SwSh', 'SV']"
896,Glastrier,,"['SwSh', 'SV']"
897,Spectrier,,"['SwSh', 'SV']"
898,Calyrex,,"['SwSh', 'SV']"
898,Calyrex,Ice Rider,"['SwSh', 'SV']"
898,Calyrex,Shadow Rider,"['SwSh', 'SV']"
899,Wyrdeer,,"['LA', 'SV']"
900,Kleavor,,"['LA', 'ZA', 'SV']"
901,Bloodmoon Ursaluna,,['SV']
901,Ursaluna,,"['LA', 'SV']"
902,Basculegion,,"['LA', 'SV']"
902,Basculegion,Female,['LA']
902,Basculegion,Male,['SV']
903,Sneasler,,"['LA', 'SV']"
904,Overqwil,,"['LA', 'ZA', 'SV']"
905,Enamorus,,"['LA', 'SV']"
905,Enamorus,Therian Forme,"['LA', 'SV']"
906,Sprigatito,,['SV']
907,Floragato,,['SV']
908,Meowscarada,,['SV']
909,Fuecoco,,['SV']
910,Crocalor,,['SV']
911,Skeledirge,,['SV']
912,Quaxly,,['SV']
913,Quaxwell,,['SV']
914,Quaquaval,,['SV']
915,Lechonk,,['SV']
916,Oinkologne,,['SV']
916,Oinkologne,Male,['SV']
917,Tarountula,,['SV']
918,Spidops,,['SV']
919,Nymble,,['SV']
920,Lokix,,['SV']
921,Pawmi,,['SV']
922,Pawmo,,['SV']
923,Pawmot,,['SV']
924,Tandemaus,,['SV']
925,Maushold,,['SV']
926,Fidough,,"['ZA', 'SV']"
927,Dachsbun,,"['ZA', 'SV']"
928,Smoliv,,['SV']
929,Dolliv,,['SV']
930,Arboliva,,['SV']
931,Squawkabilly,,"['ZA', 'SV']"
932,Nacli,,"['ZA', 'SV']"
933,Naclstack,,"['ZA', 'SV']"
934,Garganacl,,"['ZA', 'SV']"
935,Charcadet,,"['ZA', 'SV']"
936,Armarouge,,"['ZA', 'SV']"
937,Ceruledge,,"['ZA', 'SV']"
938,Tadbulb,,['SV']
939,Bellibolt,,['SV']
940,Wattrel,,['SV']
941,Kilowattrel,,['SV']
942,Maschiff,,"['ZA', 'SV']"
943,Mabosstiff,,"['ZA', 'SV']"
944,Shroodle,,"['ZA', 'SV']"
945,Grafaiai,,"['ZA', 'SV']"
946,Bramblin,,['SV']
947,Brambleghast,,['SV']
948,Toedscool,,['SV']
949,Toedscruel,,['SV']
950,Klawf,,['SV']
951,Capsakid,,"['ZA', 'SV']"
952,Scovillain,,"['ZA', 'SV']"
953,Rellor,,['SV']
954,Rabsca,,['SV']
955,Flittle,,['SV']
956,Espathra,,['SV']
957,Tinkatink,,"['ZA', 'SV']"
958,Tinkatuff,,"['ZA', 'SV']"
959,Tinkaton,,"['ZA', 'SV']"
960,Wiglett,,['SV']
961,Wugtrio,,['SV']
962,Bombirdier,,['SV']
963,Finizen,,['SV']
964,Palafin,,['SV']
965,Varoom,,['SV']
966,Revavroom,,['SV']
967,Cyclizar,,"['ZA', 'SV']"
968,Orthworm,,['SV']
969,Glimmet,,"['ZA', 'SV']"
970,Glimmora,,"['ZA', 'SV']"
971,Greavard,,"['ZA', 'SV']"
972,Houndstone,,"['ZA', 'SV']"
973,Flamigo,,"['ZA', 'SV']"
974,Cetoddle,,['SV']
975,Cetitan,,['SV']
976,Veluza,,['SV']
977,Dondozo,,"['ZA', 'SV']"
978,Tatsugiri,,['SV']
978,Tatsugiri,Curly Form,['ZA']
978,Tatsugiri,Droopy Form,['ZA']
978,Tatsugiri,Stretchy Form,['ZA']
979,Annihilape,,"['ZA', 'SV']"
980,Clodsire,,['SV']
981,Farigiraf,,['SV']
982,Dudunsparce,,['SV']
983,Kingambit,,['SV']
984,Great Tusk,,['SV']
985,Scream Tail,,['SV']
986,Brute Bonnet,,['SV']
987,Flutter Mane,,['SV']
988,Slither Wing,,['SV']
989,Sandy Shocks,,['SV']
990,Iron Treads,,['SV']
991,Iron Bundle,,['SV']
992,Iron Hands,,['SV']
993,Iron Jugulis,,['SV']
994,Iron Moth,,['SV']
995,Iron Thorns,,['SV']
996,Frigibax,,"['ZA', 'SV']"
997,Arctibax,,"['ZA', 'SV']"
998,Baxcalibur,,"['ZA', 'SV']"
999,Gimmighoul,,['ZA']
999,Gimmighoul,Chest Form,['SV']
1000,Gholdengo,,"['ZA', 'SV']"
1001,Wo-Chien,,['SV']
1002,Chien-Pao,,['SV']
1003,Ting-Lu,,['SV']
1004,Chi-Yu,,['SV']
1005,Roaring Moon,,['SV']
1006,Iron Valiant,,['SV']
1007,Koraidon,,['SV']
1008,Miraidon,,['SV']
1009,Walking Wake,,['SV']
1010,Iron Leaves,,['SV']
1011,Dipplin,,['SV']
1012,Poltchageist,,['SV']
1013,Sinistcha,,['SV']
1014,Okidogi,,['SV']
1015,Munkidori,,['SV']
1016,Fezandipiti,,['SV']
1017,Ogerpon,,['SV']
1018,Archaludon,,['SV']
1019,Hydrapple,,['SV']
1020,Gouging Fire,,['SV']
1021,Raging Bolt,,['SV']
1022,Iron Boulder,,['SV']
1023,Iron Crown,,['SV']
1024,Terapagos,,['SV']
1025,Pecharunt,,['SV']
