National_Dex,Pokemon,Dex
639,Terrakion,"['Crown_Tundra', 'Hyperspace', 'Unova (B2W2)', 'Unova (BW)']"
640,Virizion,"['Crown_Tundra', 'Hyperspace', 'Unova (B2W2)', 'Unova (BW)']"
641,Tornadus,"['Hisui ', 'Unova (B2W2)', 'Unova (BW)']"
642,Thundurus,"['Hisui ', 'Unova (B2W2)', 'Unova (BW)']"
643,Reshiram,"['Unova (B2W2)', 'Unova (BW)']"
644,Zekrom,"['Unova (B2W2)', 'Unova (BW)']"
645,Landorus,"['Hisui ', 'Unova (B2W2)', 'Unova (BW)']"
646,Kyurem,"['Unova (B2W2)', 'Unova (BW)']"
647,Keldeo,"['Hyperspace', 'Unova (B2W2)', 'Unova (BW)']"
648,Meloetta,"['Hyperspace', 'Unova (B2W2)', 'Unova (BW)']"
649,Genesect,"['Hyperspace', 'Unova (B2W2)', 'Unova (BW)']"
650,Chespin,"['Blueberry', 'Kalos', 'Lumiose']"
651,Quilladin,"['Blueberry', 'Kalos', 'Lumiose']"
652,Chesnaught,"['Blueberry', 'Kalos', 'Lumiose']"
653,Fennekin,"['Blueberry', 'Kalos', 'Lumiose']"
654,Braixen,"['Blueberry', 'Kalos', 'Lumiose']"
655,Delphox,"['Blueberry', 'Kalos', 'Lumiose']"
656,Froakie,"['Blueberry', 'Kalos', 'Lumiose']"
657,Frogadier,"['Blueberry', 'Kalos', 'Lumiose']"
658,Greninja,"['Blueberry', 'Kalos', 'Lumiose']"
659,Bunnelby,"['Galar', 'Kalos', 'Lumiose']"
660,Diggersby,"['Galar', 'Kalos', 'Lumiose']"
661,Fletchling,"['Alola (SM)', 'Alola (USUM)', 'Blueberry', 'Isle_of_Armor', 'Kalos', 'Lumiose', 'Paldea']"
662,Fletchinder,"['Alola (SM)', 'Alola (USUM)', 'Blueberry', 'Isle_of_Armor', 'Kalos', 'Lumiose', 'Paldea']"
663,Talonflame,"['Alola (SM)', 'Alola (USUM)', 'Blueberry', 'Isle_of_Armor', 'Kalos', 'Lumiose', 'Paldea']"
664,Scatterbug,"['Kalos', 'Lumiose', 'Paldea']"
665,Spewpa,"['Kalos', 'Lumiose', 'Paldea']"
666,Vivillon,"['Kalos', 'Lumiose', 'Paldea']"
667,Litleo,"['Alola (USUM)', 'Blueberry', 'Kalos', 'Lumiose', 'Paldea']"
668,Pyroar,"['Alola (USUM)', 'Blueberry', 'Kalos', 'Lumiose', 'Paldea']"
669,Flabébé,"['Alola (USUM)', 'Kalos', 'Lumiose', 'Paldea']"
670,Floette,"['Alola (USUM)', 'Kalos', 'Lumiose', 'Paldea']"
671,Florges,"['Alola (USUM)', 'Kalos', 'Lumiose', 'Paldea']"
672,Skiddo,"['Kalos', 'Lumiose', 'Paldea']"
673,Gogoat,"['Kalos', 'Lumiose', 'Paldea']"
674,Pancham,"['Alola (SM)', 'Alola (USUM)', 'Galar', 'Kalos', 'Lumiose']"
675,Pangoro,"['Alola (SM)', 'Alola (USUM)', 'Galar', 'Kalos', 'Lumiose']"
676,Furfrou,"['Alola (USUM)', 'Kalos', 'Lumiose']"
677,Espurr,"['Blueberry', 'Galar', 'Kalos', 'Lumiose']"
678,Meowstic,"['Blueberry', 'Galar', 'Kalos', 'Lumiose']"
679,Honedge,"['Galar', 'Kalos', 'Lumiose']"
680,Doublade,"['Galar', 'Kalos', 'Lumiose']"
681,Aegislash,"['Galar', 'Kalos', 'Lumiose']"
682,Spritzee,"['Galar', 'Kalos', 'Lumiose']"
683,Aromatisse,"['Galar', 'Kalos', 'Lumiose']"
684,Swirlix,"['Galar', 'Kalos', 'Lumiose']"
685,Slurpuff,"['Galar', 'Kalos', 'Lumiose']"
686,Inkay,"['Alola (USUM)', 'Blueberry', 'Galar', 'Isle_of_Armor', 'Kalos', 'Lumiose']"
687,Malamar,"['Alola (USUM)', 'Blueberry', 'Galar', 'Isle_of_Armor', 'Kalos', 'Lumiose']"
688,Binacle,"['Galar', 'Kalos', 'Lumiose']"
689,Barbaracle,"['Galar', 'Kalos', 'Lumiose']"
690,Skrelp,"['Alola (USUM)', 'Isle_of_Armor', 'Kalos', 'Lumiose', 'Paldea']"
691,Dragalge,"['Alola (USUM)', 'Isle_of_Armor', 'Kalos', 'Lumiose', 'Paldea']"
692,Clauncher,"['Alola (USUM)', 'Isle_of_Armor', 'Kalos', 'Lumiose', 'Paldea']"
693,Clawitzer,"['Alola (USUM)', 'Isle_of_Armor', 'Kalos', 'Lumiose', 'Paldea']"
694,Helioptile,"['Galar', 'Kalos', 'Lumiose']"
695,Heliolisk,"['Galar', 'Kalos', 'Lumiose']"
696,Tyrunt,"['Alola (USUM)', 'Crown_Tundra', 'Kalos', 'Lumiose']"
697,Tyrantrum,"['Alola (USUM)', 'Crown_Tundra', 'Kalos', 'Lumiose']"
698,Amaura,"['Alola (USUM)', 'Crown_Tundra', 'Kalos', 'Lumiose']"
699,Aurorus,"['Alola (USUM)', 'Crown_Tundra', 'Kalos', 'Lumiose']"
700,Sylveon,"['Alola (SM)', 'Alola (USUM)', 'Crown_Tundra', 'Galar', 'Hisui ', 'Kalos', 'Lumiose', 'Paldea']"
701,Hawlucha,"['Alola (USUM)', 'Galar', 'Kalos', 'Lumiose', 'Paldea']"
702,Dedenne,"['Alola (USUM)', 'Isle_of_Armor', 'Kalos', 'Lumiose', 'Paldea']"
703,Carbink,"['Alola (SM)', 'Alola (USUM)', 'Crown_Tundra', 'Kalos', 'Kitakami', 'Lumiose']"
704,Goomy,"['Alola (SM)', 'Alola (USUM)', 'Galar', 'Hisui ', 'Isle_of_Armor', 'Kalos', 'Kitakami', 'Lumiose', 'Paldea']"
705,Sliggoo,"['Alola (SM)', 'Alola (USUM)', 'Galar', 'Hisui ', 'Isle_of_Armor', 'Kalos', 'Kitakami', 'Lumiose', 'Paldea']"
706,Goodra,"['Alola (SM)', 'Alola (USUM)', 'Galar', 'Hisui ', 'Isle_of_Armor', 'Kalos', 'Kitakami', 'Lumiose', 'Paldea']"
707,Klefki,"['Alola (SM)', 'Alola (USUM)', 'Isle_of_Armor', 'Kalos', 'Lumiose', 'Paldea']"
708,Phantump,"['Alola (SM)', 'Alola (USUM)', 'Crown_Tundra', 'Galar', 'Kalos', 'Kitakami', 'Lumiose']"
709,Trevenant,"['Alola (SM)', 'Alola (USUM)', 'Crown_Tundra', 'Galar', 'Kalos', 'Kitakami', 'Lumiose']"
710,Pumpkaboo,"['Galar', 'Kalos', 'Lumiose']"
711,Gourgeist,"['Galar', 'Kalos', 'Lumiose']"
712,Bergmite,"['Crown_Tundra', 'Galar', 'Hisui ', 'Kalos', 'Lumiose', 'Paldea']"
713,Avalugg,"['Crown_Tundra', 'Galar', 'Hisui ', 'Kalos', 'Lumiose', 'Paldea']"
714,Noibat,"['Alola (USUM)', 'Crown_Tundra', 'Galar', 'Kalos', 'Kitakami', 'Lumiose', 'Paldea']"
715,Noivern,"['Alola (USUM)', 'Crown_Tundra', 'Galar', 'Kalos', 'Kitakami', 'Lumiose', 'Paldea']"
716,Xerneas,"['Kalos', 'Lumiose']"
717,Yveltal,"['Kalos', 'Lumiose']"
718,Zygarde,"['Alola (SM)', 'Alola (USUM)', 'Kalos', 'Lumiose']"
719,Diancie,"['Kalos', 'Lumiose']"
720,Hoopa,"['Hyperspace', 'Kalos']"
721,Volcanion,"['Hyperspace', 'Kalos']"
722,Rowlet,"['Alola (SM)', 'Alola (USUM)', 'Blueberry', 'Hisui ']"
723,Dartrix,"['Alola (SM)', 'Alola (USUM)', 'Blueberry', 'Hisui ']"
724,Decidueye,"['Alola (SM)', 'Alola (USUM)', 'Blueberry', 'Hisui ']"
725,Litten,"['Alola (SM)', 'Alola (USUM)', 'Blueberry']"
726,Torracat,"['Alola (SM)', 'Alola (USUM)', 'Blueberry']"
727,Incineroar,"['Alola (SM)', 'Alola (USUM)', 'Blueberry']"
728,Popplio,"['Alola (SM)', 'Alola (USUM)', 'Blueberry']"
729,Brionne,"['Alola (SM)', 'Alola (USUM)', 'Blueberry']"
730,Primarina,"['Alola (SM)', 'Alola (USUM)', 'Blueberry']"
731,Pikipek,"['Alola (SM)', 'Alola (USUM)', 'Blueberry']"
732,Trumbeak,"['Alola (SM)', 'Alola (USUM)', 'Blueberry']"
733,Toucannon,"['Alola (SM)', 'Alola (USUM)', 'Blueberry']"
734,Yungoos,"['Alola (SM)', 'Alola (USUM)', 'Paldea']"
735,Gumshoos,"['Alola (SM)', 'Alola (USUM)', 'Paldea']"
736,Grubbin,"['Alola (SM)', 'Alola (USUM)', 'Galar', 'Kitakami']"
737,Charjabug,"['Alola (SM)', 'Alola (USUM)', 'Galar', 'Kitakami']"
738,Vikavolt,"['Alola (SM)', 'Alola (USUM)', 'Galar', 'Kitakami']"
739,Crabrawler,"['Alola (SM)', 'Alola (USUM)', 'Blueberry', 'Hyperspace', 'Paldea']"
740,Crabominable,"['Alola (SM)', 'Alola (USUM)', 'Blueberry', 'Hyperspace', 'Paldea']"
741,Oricorio,"['Alola (SM)', 'Alola (USUM)', 'Blueberry', 'Kitakami', 'Paldea']"
742,Cutiefly,"['Alola (SM)', 'Alola (USUM)', 'Galar', 'Kitakami']"
743,Ribombee,"['Alola (SM)', 'Alola (USUM)', 'Galar', 'Kitakami']"
744,Rockruff,"['Alola (SM)', 'Alola (USUM)', 'Isle_of_Armor', 'Kitakami', 'Paldea']"
745,Lycanroc,"['Alola (SM)', 'Alola (USUM)', 'Isle_of_Armor', 'Kitakami', 'Paldea']"
746,Wishiwashi,"['Alola (SM)', 'Alola (USUM)', 'Galar', 'Isle_of_Armor']"
747,Mareanie,"['Alola (SM)', 'Alola (USUM)', 'Galar', 'Isle_of_Armor', 'Paldea']"
748,Toxapex,"['Alola (SM)', 'Alola (USUM)', 'Galar', 'Isle_of_Armor', 'Paldea']"
749,Mudbray,"['Alola (SM)', 'Alola (USUM)', 'Galar', 'Kitakami', 'Paldea']"
750,Mudsdale,"['Alola (SM)', 'Alola (USUM)', 'Galar', 'Kitakami', 'Paldea']"
751,Dewpider,"['Alola (SM)', 'Alola (USUM)', 'Blueberry', 'Crown_Tundra', 'Galar']"
752,Araquanid,"['Alola (SM)', 'Alola (USUM)', 'Blueberry', 'Crown_Tundra', 'Galar']"
753,Fomantis,"['Alola (SM)', 'Alola (USUM)', 'Isle_of_Armor', 'Kitakami', 'Paldea']"
754,Lurantis,"['Alola (SM)', 'Alola (USUM)', 'Isle_of_Armor', 'Kitakami', 'Paldea']"
755,Morelull,"['Alola (SM)', 'Alola (USUM)', 'Galar']"
756,Shiinotic,"['Alola (SM)', 'Alola (USUM)', 'Galar']"
757,Salandit,"['Alola (SM)', 'Alola (USUM)', 'Galar', 'Isle_of_Armor', 'Kitakami', 'Paldea']"
758,Salazzle,"['Alola (SM)', 'Alola (USUM)', 'Galar', 'Isle_of_Armor', 'Kitakami', 'Paldea']"
759,Stufful,"['Alola (SM)', 'Alola (USUM)', 'Galar']"
760,Bewear,"['Alola (SM)', 'Alola (USUM)', 'Galar']"
761,Bounsweet,"['Alola (SM)', 'Alola (USUM)', 'Galar', 'Paldea']"
762,Steenee,"['Alola (SM)', 'Alola (USUM)', 'Galar', 'Paldea']"
763,Tsareena,"['Alola (SM)', 'Alola (USUM)', 'Galar', 'Paldea']"
764,Comfey,"['Alola (SM)', 'Alola (USUM)', 'Blueberry', 'Isle_of_Armor']"
765,Oranguru,"['Alola (SM)', 'Alola (USUM)', 'Galar', 'Isle_of_Armor', 'Paldea']"
766,Passimian,"['Alola (SM)', 'Alola (USUM)', 'Galar', 'Isle_of_Armor', 'Paldea']"
767,Wimpod,"['Alola (SM)', 'Alola (USUM)', 'Galar', 'Hyperspace', 'Isle_of_Armor']"
768,Golisopod,"['Alola (SM)', 'Alola (USUM)', 'Galar', 'Hyperspace', 'Isle_of_Armor']"
769,Sandygast,"['Alola (SM)', 'Alola (USUM)', 'Hyperspace', 'Isle_of_Armor', 'Paldea']"
770,Palossand,"['Alola (SM)', 'Alola (USUM)', 'Hyperspace', 'Isle_of_Armor', 'Paldea']"
771,Pyukumuku,"['Alola (SM)', 'Alola (USUM)', 'Galar']"
772,Type: Null,"['Alola (SM)', 'Alola (USUM)', 'Galar']"
773,Silvally,"['Alola (SM)', 'Alola (USUM)', 'Galar']"
774,Minior,"['Alola (SM)', 'Alola (USUM)', 'Blueberry']"
775,Komala,"['Alola (SM)', 'Alola (USUM)', 'Paldea']"
776,Turtonator,"['Alola (SM)', 'Alola (USUM)', 'Galar']"
777,Togedemaru,"['Alola (SM)', 'Alola (USUM)', 'Galar']"
778,Mimikyu,"['Alola (SM)', 'Alola (USUM)', 'Crown_Tundra', 'Galar', 'Hyperspace', 'Kitakami', 'Paldea']"
779,Bruxish,"['Alola (SM)', 'Alola (USUM)', 'Blueberry', 'Paldea']"
780,Drampa,"['Alola (SM)', 'Alola (USUM)', 'Galar', 'Lumiose']"
781,Dhelmise,"['Alola (SM)', 'Alola (USUM)', 'Crown_Tundra', 'Galar']"
782,Jangmo-o,"['Alola (SM)', 'Alola (USUM)', 'Galar', 'Isle_of_Armor', 'Kitakami']"
783,Hakamo-o,"['Alola (SM)', 'Alola (USUM)', 'Galar', 'Isle_of_Armor', 'Kitakami']"
784,Kommo-o,"['Alola (SM)', 'Alola (USUM)', 'Galar', 'Isle_of_Armor', 'Kitakami']"
785,Tapu Koko,"['Alola (SM)', 'Alola (USUM)']"
786,Tapu Lele,"['Alola (SM)', 'Alola (USUM)']"
787,Tapu Bulu,"['Alola (SM)', 'Alola (USUM)']"
788,Tapu Fini,"['Alola (SM)', 'Alola (USUM)']"
789,Cosmog,"['Alola (SM)', 'Alola (USUM)']"
790,Cosmoem,"['Alola (SM)', 'Alola (USUM)']"
791,Solgaleo,"['Alola (SM)', 'Alola (USUM)']"
792,Lunala,"['Alola (SM)', 'Alola (USUM)']"
793,Nihilego,"['Alola (SM)', 'Alola (USUM)']"
794,Buzzwole,"['Alola (SM)', 'Alola (USUM)']"
795,Pheromosa,"['Alola (SM)', 'Alola (USUM)']"
796,Xurkitree,"['Alola (SM)', 'Alola (USUM)']"
797,Celesteela,"['Alola (SM)', 'Alola (USUM)']"
798,Kartana,"['Alola (SM)', 'Alola (USUM)']"
799,Guzzlord,"['Alola (SM)', 'Alola (USUM)']"
800,Necrozma,"['Alola (SM)', 'Alola (USUM)']"
801,Magearna,"['Alola (SM)', 'Alola (USUM)', 'Hyperspace']"
802,Marshadow,"['Alola (SM)', 'Alola (USUM)', 'Hyperspace']"
803,Poipole,['Alola (USUM)']
804,Naganadel,['Alola (USUM)']
805,Stakataka,['Alola (USUM)']
806,Blacephalon,['Alola (USUM)']
807,Zeraora,"['Alola (USUM)', 'Hyperspace']"
808,Meltan,"['Hyperspace', 'Kanto (Lets Go)']"
809,Melmetal,"['Hyperspace', 'Kanto (Lets Go)']"
810,Grookey,"['Blueberry', 'Galar']"
811,Thwackey,"['Blueberry', 'Galar']"
812,Rillaboom,"['Blueberry', 'Galar']"
813,Scorbunny,"['Blueberry', 'Galar']"
814,Raboot,"['Blueberry', 'Galar']"
815,Cinderace,"['Blueberry', 'Galar']"
816,Sobble,"['Blueberry', 'Galar']"
817,Drizzile,"['Blueberry', 'Galar']"
818,Inteleon,"['Blueberry', 'Galar']"
819,Skwovet,"['Crown_Tundra', 'Galar', 'Isle_of_Armor', 'Kitakami', 'Paldea']"
820,Greedent,"['Crown_Tundra', 'Galar', 'Isle_of_Armor', 'Kitakami', 'Paldea']"
821,Rookidee,"['Crown_Tundra', 'Galar', 'Hyperspace', 'Paldea']"
822,Corvisquire,"['Crown_Tundra', 'Galar', 'Hyperspace', 'Paldea']"
823,Corviknight,"['Crown_Tundra', 'Galar', 'Hyperspace', 'Paldea']"
824,Blipbug,"['Galar', 'Isle_of_Armor']"
825,Dottler,"['Galar', 'Isle_of_Armor']"
826,Orbeetle,"['Galar', 'Isle_of_Armor']"
827,Nickit,"['Galar', 'Hyperspace']"
828,Thievul,"['Galar', 'Hyperspace']"
829,Gossifleur,"['Crown_Tundra', 'Galar']"
830,Eldegoss,"['Crown_Tundra', 'Galar']"
831,Wooloo,"['Crown_Tundra', 'Galar']"
832,Dubwool,"['Crown_Tundra', 'Galar']"
833,Chewtle,"['Galar', 'Isle_of_Armor', 'Kitakami', 'Paldea']"
834,Drednaw,"['Galar', 'Isle_of_Armor', 'Kitakami', 'Paldea']"
835,Yamper,"['Crown_Tundra', 'Galar']"
836,Boltund,"['Crown_Tundra', 'Galar']"
837,Rolycoly,"['Crown_Tundra', 'Galar', 'Paldea']"
838,Carkol,"['Crown_Tundra', 'Galar', 'Paldea']"
839,Coalossal,"['Crown_Tundra', 'Galar', 'Paldea']"
840,Applin,"['Galar', 'Isle_of_Armor', 'Kitakami', 'Paldea']"
841,Flapple,"['Galar', 'Isle_of_Armor', 'Kitakami', 'Paldea']"
842,Appletun,"['Galar', 'Isle_of_Armor', 'Kitakami', 'Paldea']"
843,Silicobra,"['Galar', 'Isle_of_Armor', 'Paldea']"
844,Sandaconda,"['Galar', 'Isle_of_Armor', 'Paldea']"
845,Cramorant,"['Galar', 'Isle_of_Armor', 'Kitakami']"
846,Arrokuda,"['Galar', 'Isle_of_Armor', 'Kitakami', 'Paldea']"
847,Barraskewda,"['Galar', 'Isle_of_Armor', 'Kitakami', 'Paldea']"
848,Toxel,"['Galar', 'Hyperspace', 'Paldea']"
849,Toxtricity,"['Galar', 'Hyperspace', 'Paldea']"
850,Sizzlipede,"['Crown_Tundra', 'Galar']"
851,Centiskorch,"['Crown_Tundra', 'Galar']"
852,Clobbopus,"['Galar', 'Hyperspace', 'Isle_of_Armor']"
853,Grapploct,"['Galar', 'Hyperspace', 'Isle_of_Armor']"
854,Sinistea,"['Blueberry', 'Crown_Tundra', 'Galar', 'Paldea']"
855,Polteageist,"['Blueberry', 'Crown_Tundra', 'Galar', 'Paldea']"
856,Hatenna,"['Crown_Tundra', 'Galar', 'Kitakami', 'Paldea']"
857,Hattrem,"['Crown_Tundra', 'Galar', 'Kitakami', 'Paldea']"
858,Hatterene,"['Crown_Tundra', 'Galar', 'Kitakami', 'Paldea']"
859,Impidimp,"['Crown_Tundra', 'Galar', 'Kitakami', 'Paldea']"
860,Morgrem,"['Crown_Tundra', 'Galar', 'Kitakami', 'Paldea']"
861,Grimmsnarl,"['Crown_Tundra', 'Galar', 'Kitakami', 'Paldea']"
862,Obstagoon,"['Crown_Tundra', 'Galar']"
863,Perrserker,"['Galar', 'Hyperspace']"
864,Cursola,['Galar']
865,Sirfetch'd,"['Galar', 'Hyperspace']"
866,Mr. Rime,"['Crown_Tundra', 'Galar', 'Hyperspace']"
867,Runerigus,"['Galar', 'Hyperspace']"
868,Milcery,"['Blueberry', 'Galar']"
869,Alcremie,"['Blueberry', 'Galar']"
870,Falinks,"['Galar', 'Lumiose', 'Paldea']"
871,Pincurchin,"['Crown_Tundra', 'Galar', 'Isle_of_Armor', 'Paldea']"
872,Snom,"['Crown_Tundra', 'Galar', 'Paldea']"
873,Frosmoth,"['Crown_Tundra', 'Galar', 'Paldea']"
874,Stonjourner,"['Crown_Tundra', 'Galar', 'Paldea']"
875,Eiscue,"['Crown_Tundra', 'Galar', 'Paldea']"
876,Indeedee,"['Crown_Tundra', 'Galar', 'Hyperspace', 'Kitakami', 'Paldea']"
877,Morpeko,"['Crown_Tundra', 'Galar', 'Hyperspace', 'Isle_of_Armor', 'Kitakami']"
878,Cufant,"['Crown_Tundra', 'Galar', 'Paldea']"
879,Copperajah,"['Crown_Tundra', 'Galar', 'Paldea']"
880,Dracozolt,['Galar']
881,Arctozolt,['Galar']
882,Dracovish,['Galar']
883,Arctovish,['Galar']
884,Duraludon,"['Blueberry', 'Galar']"
885,Dreepy,"['Crown_Tundra', 'Galar', 'Paldea']"
886,Drakloak,"['Crown_Tundra', 'Galar', 'Paldea']"
887,Dragapult,"['Crown_Tundra', 'Galar', 'Paldea']"
888,Zacian,['Galar']
889,Zamazenta,['Galar']
890,Eternatus,['Galar']
891,Kubfu,['Isle_of_Armor']
892,Urshifu,['Isle_of_Armor']
893,Zarude,['Isle_of_Armor']
894,Regieleki,['Crown_Tundra']
895,Regidrago,['Crown_Tundra']
896,Glastrier,['Crown_Tundra']
897,Spectrier,['Crown_Tundra']
898,Calyrex,['Crown_Tundra']
899,Wyrdeer,['Hisui ']
900,Kleavor,"['Blueberry', 'Hisui ', 'Hyperspace']"
901,Ursaluna,"['Hisui ', 'Kitakami']"
902,Basculegion,"['Hisui ', 'Kitakami']"
903,Sneasler,['Hisui ']
904,Overqwil,"['Blueberry', 'Hisui ', 'Hyperspace']"
905,Enamorus,['Hisui ']
906,Sprigatito,['Paldea']
907,Floragato,['Paldea']
908,Meowscarada,['Paldea']
909,Fuecoco,['Paldea']
910,Crocalor,['Paldea']
911,Skeledirge,['Paldea']
912,Quaxly,['Paldea']
913,Quaxwell,['Paldea']
914,Quaquaval,['Paldea']
915,Lechonk,['Paldea']
916,Oinkologne,['Paldea']
917,Tarountula,['Paldea']
918,Spidops,['Paldea']
919,Nymble,['Paldea']
920,Lokix,['Paldea']
921,Pawmi,['Paldea']
922,Pawmo,['Paldea']
923,Pawmot,['Paldea']
924,Tandemaus,"['Kitakami', 'Paldea']"
925,Maushold,"['Kitakami', 'Paldea']"
926,Fidough,"['Hyperspace', 'Paldea']"
927,Dachsbun,"['Hyperspace', 'Paldea']"
928,Smoliv,['Paldea']
929,Dolliv,['Paldea']
930,Arboliva,['Paldea']
931,Squawkabilly,"['Hyperspace', 'Paldea']"
932,Nacli,"['Hyperspace', 'Paldea']"
933,Naclstack,"['Hyperspace', 'Paldea']"
934,Garganacl,"['Hyperspace', 'Paldea']"
935,Charcadet,"['Hyperspace', 'Paldea']"
936,Armarouge,"['Hyperspace', 'Paldea']"
937,Ceruledge,"['Hyperspace', 'Paldea']"
938,Tadbulb,['Paldea']
939,Bellibolt,['Paldea']
940,Wattrel,['Paldea']
941,Kilowattrel,['Paldea']
942,Maschiff,"['Hyperspace', 'Paldea']"
943,Mabosstiff,"['Hyperspace', 'Paldea']"
944,Shroodle,"['Hyperspace', 'Paldea']"
945,Grafaiai,"['Hyperspace', 'Paldea']"
946,Bramblin,['Paldea']
947,Brambleghast,['Paldea']
948,Toedscool,"['Kitakami', 'Paldea']"
949,Toedscruel,"['Kitakami', 'Paldea']"
950,Klawf,['Paldea']
951,Capsakid,"['Hyperspace', 'Paldea']"
952,Scovillain,"['Hyperspace', 'Paldea']"
953,Rellor,"['Blueberry', 'Paldea']"
954,Rabsca,"['Blueberry', 'Paldea']"
955,Flittle,['Paldea']
956,Espathra,['Paldea']
957,Tinkatink,"['Hyperspace', 'Paldea']"
958,Tinkatuff,"['Hyperspace', 'Paldea']"
959,Tinkaton,"['Hyperspace', 'Paldea']"
960,Wiglett,['Paldea']
961,Wugtrio,['Paldea']
962,Bombirdier,"['Kitakami', 'Paldea']"
963,Finizen,['Paldea']
964,Palafin,['Paldea']
965,Varoom,['Paldea']
966,Revavroom,['Paldea']
967,Cyclizar,"['Hyperspace', 'Paldea']"
968,Orthworm,"['Kitakami', 'Paldea']"
969,Glimmet,"['Hyperspace', 'Kitakami', 'Paldea']"
970,Glimmora,"['Hyperspace', 'Kitakami', 'Paldea']"
971,Greavard,"['Hyperspace', 'Paldea']"
972,Houndstone,"['Hyperspace', 'Paldea']"
973,Flamigo,"['Hyperspace', 'Paldea']"
974,Cetoddle,['Paldea']
975,Cetitan,['Paldea']
976,Veluza,['Paldea']
977,Dondozo,"['Hyperspace', 'Paldea']"
978,Tatsugiri,"['Hyperspace', 'Paldea']"
979,Annihilape,"['Hyperspace', 'Kitakami', 'Paldea']"
980,Clodsire,['Paldea']
981,Farigiraf,"['Blueberry', 'Paldea']"
982,Dudunsparce,"['Kitakami', 'Paldea']"
983,Kingambit,"['Kitakami', 'Paldea']"
984,Great Tusk,['Paldea']
985,Scream Tail,['Paldea']
986,Brute Bonnet,['Paldea']
987,Flutter Mane,['Paldea']
988,Slither Wing,['Paldea']
989,Sandy Shocks,['Paldea']
990,Iron Treads,['Paldea']
991,Iron Bundle,['Paldea']
992,Iron Hands,['Paldea']
993,Iron Jugulis,['Paldea']
994,Iron Moth,['Paldea']
995,Iron Thorns,['Paldea']
996,Frigibax,"['Hyperspace', 'Paldea']"
997,Arctibax,"['Hyperspace', 'Paldea']"
998,Baxcalibur,"['Hyperspace', 'Paldea']"
999,Gimmighoul,"['Hyperspace', 'Paldea']"
1000,Gholdengo,"['Hyperspace', 'Paldea']"
1001,Wo-Chien,['Paldea']
1002,Chien-Pao,['Paldea']
1003,Ting-Lu,['Paldea']
1004,Chi-Yu,['Paldea']
1005,Roaring Moon,['Paldea']
1006,Iron Valiant,['Paldea']
1007,Koraidon,['Paldea']
1008,Miraidon,['Paldea']
1009,Walking Wake,['Blueberry']
1010,Iron Leaves,['Blueberry']
1011,Dipplin,['Kitakami']
1012,Poltchageist,['Kitakami']
1013,Sinistcha,['Kitakami']
1014,Okidogi,['Kitakami']
1015,Munkidori,['Kitakami']
1016,Fezandipiti,['Kitakami']
1017,Ogerpon,['Kitakami']
1018,Archaludon,['Blueberry']
1019,Hydrapple,['Blueberry']
1020,Gouging Fire,['Blueberry']
1021,Raging Bolt,['Blueberry']
1022,Iron Boulder,['Blueberry']
1023,Iron Crown,['Blueberry']
1024,Terapagos,['Blueberry']
1025,Pecharunt,['Blueberry']
