National_Dex,Pokemon,Form,RGBY,FrLg,GSC,RSE,DPPt,HgSs,BW,B2W2,XY,OrAs,SM,UsUm,PE,SwSh,BdSp,LA,SV,ZA
59,Arcanine,,"['Red', 'Blue', 'Yellow']",['Fire Red'],"['Gold', 'Crystal']",[],"['Diamond', 'Pearl', 'Platinum']",['Heart Gold'],[],"['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],"['Lets Go Pikachu', 'Lets Go Eevee']","['Sword', 'Shield']",['Brilliant Diamond'],[],"['Scarlet', 'Violet']",[]
59,Arcanine,Hisuian,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['Legends Arceus'],"['Scarlet', 'Violet']",[]
60,Poliwag,,"['Red', 'Green', 'Blue', 'Yellow']","['Fire Red', 'Leaf Green']","['Gold', 'Silver', 'Crystal']",[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']",[],"['Sun', 'Moon']",[],"['Lets Go Pikachu', 'Lets Go Eevee']","['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",[],"['Scarlet', 'Violet']",[]
61,Poliwhirl,,"['Red', 'Green', 'Blue', 'Yellow']","['Fire Red', 'Leaf Green']","['Gold', 'Silver', 'Crystal']",[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']",[],"['Sun', 'Moon']",[],"['Lets Go Pikachu', 'Lets Go Eevee']","['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",[],"['Scarlet', 'Violet']",[]
62,Poliwrath,,"['Red', 'Green', 'Blue', 'Yellow']","['Fire Red', 'Leaf Green']","['Gold', 'Silver', 'Crystal']",[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']",[],"['Sun', 'Moon']",[],"['Lets Go Pikachu', 'Lets Go Eevee']","['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",[],"['Scarlet', 'Violet']",[]
63,Abra,,"['Red', 'Green', 'Blue', 'Yellow']","['Fire Red', 'Leaf Green']","['Gold', 'Silver', 'Crystal']","['Ruby', 'Sapphire', 'Emerald']","['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']",['White'],"['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],"['Lets Go Pikachu', 'Lets Go Eevee']","['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],[],['Legends ZA']
64,Kadabra,,"['Red', 'Green', 'Blue', 'Yellow']","['Fire Red', 'Leaf Green']","['Gold', 'Silver', 'Crystal']","['Ruby', 'Sapphire', 'Emerald']","['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']",['White'],"['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],"['Lets Go Pikachu', 'Lets Go Eevee']","['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],[],['Legends ZA']
65,Alakazam,,"['Red', 'Green', 'Blue', 'Yellow']","['Fire Red', 'Leaf Green']","['Gold', 'Silver', 'Crystal']","['Ruby', 'Sapphire', 'Emerald']","['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],"['Lets Go Pikachu', 'Lets Go Eevee']","['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],[],['Legends ZA']
66,Machop,,"['Red', 'Green', 'Blue', 'Yellow']","['Fire Red', 'Leaf Green']","['Gold', 'Silver', 'Crystal']","['Ruby', 'Sapphire', 'Emerald']","['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']",['White'],[],"['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],"['Lets Go Pikachu', 'Lets Go Eevee']","['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],[],['Legends ZA']
67,Machoke,,"['Red', 'Green', 'Blue', 'Yellow']","['Fire Red', 'Leaf Green']","['Gold', 'Silver', 'Crystal']","['Ruby', 'Sapphire', 'Emerald']","['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']",['White'],[],"['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],"['Lets Go Pikachu', 'Lets Go Eevee']","['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],[],['Legends ZA']
68,Machamp,,"['Red', 'Green', 'Blue', 'Yellow']","['Fire Red', 'Leaf Green']","['Gold', 'Silver', 'Crystal']","['Ruby', 'Sapphire', 'Emerald']","['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']",[],"['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],"['Lets Go Pikachu', 'Lets Go Eevee']","['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],[],['Legends ZA']
69,Bellsprout,,"['Green', 'Yellow']",['Leaf Green'],"['Gold', 'Silver', 'Crystal']",[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']",['White'],[],"['X', 'Y']",[],"['Sun', 'Moon']",[],['Lets Go Eevee'],[],"['Brilliant Diamond', 'Shining Pearl']",[],"['Scarlet', 'Violet']",['Legends ZA']
70,Weepinbell,,"['Green', 'Yellow']",['Leaf Green'],"['Gold', 'Silver', 'Crystal']",[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']",['White'],[],"['X', 'Y']",[],"['Sun', 'Moon']",[],['Lets Go Eevee'],[],"['Brilliant Diamond', 'Shining Pearl']",[],"['Scarlet', 'Violet']",['Legends ZA']
71,Victreebel,,"['Green', 'Yellow']",['Leaf Green'],"['Gold', 'Silver', 'Crystal']",[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']",['White'],[],"['X', 'Y']",[],"['Sun', 'Moon']",[],['Lets Go Eevee'],[],"['Brilliant Diamond', 'Shining Pearl']",[],"['Scarlet', 'Violet']",['Legends ZA']
72,Tentacool,,"['Red', 'Green', 'Blue', 'Yellow']","['Fire Red', 'Leaf Green']","['Gold', 'Silver', 'Crystal']","['Ruby', 'Sapphire', 'Emerald']","['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']",[],[],"['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],"['Lets Go Pikachu', 'Lets Go Eevee']","['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],"['Scarlet', 'Violet']",[]
73,Tentacruel,,"['Red', 'Green', 'Blue', 'Yellow']","['Fire Red', 'Leaf Green']","['Gold', 'Silver', 'Crystal']","['Ruby', 'Sapphire', 'Emerald']","['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']",[],[],"['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],"['Lets Go Pikachu', 'Lets Go Eevee']","['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],"['Scarlet', 'Violet']",[]
74,Geodude,,"['Red', 'Green', 'Blue', 'Yellow']","['Fire Red', 'Leaf Green']","['Gold', 'Silver', 'Crystal']","['Ruby', 'Sapphire', 'Emerald']","['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']",[],"['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],"['Lets Go Pikachu', 'Lets Go Eevee']",[],"['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],"['Scarlet', 'Violet']",[]
74,Geodude,Alolan,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"['Scarlet', 'Violet']",[]
75,Graveler,,"['Red', 'Green', 'Blue', 'Yellow']","['Fire Red', 'Leaf Green']","['Gold', 'Silver', 'Crystal']","['Ruby', 'Sapphire', 'Emerald']","['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']",[],"['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],"['Lets Go Pikachu', 'Lets Go Eevee']",[],"['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],"['Scarlet', 'Violet']",[]
75,Graveler,Alolan,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"['Scarlet', 'Violet']",[]
76,Golem,,"['Red', 'Green', 'Blue', 'Yellow']","['Fire Red', 'Leaf Green']","['Gold', 'Silver', 'Crystal']","['Ruby', 'Sapphire', 'Emerald']","['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']",[],"['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],"['Lets Go Pikachu', 'Lets Go Eevee']",[],"['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],"['Scarlet', 'Violet']",[]
76,Golem,Alolan,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"['Scarlet', 'Violet']",[]
77,Ponyta,,"['Red', 'Green', 'Blue', 'Yellow']","['Fire Red', 'Leaf Green']","['Gold', 'Silver', 'Crystal']",[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']",[],"['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']",[],[],"['Lets Go Pikachu', 'Lets Go Eevee']","['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],[],[]
77,Ponyta,Galarian,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],[],[]
78,Rapidash,,"['Red', 'Green', 'Blue', 'Yellow']","['Fire Red', 'Leaf Green']","['Gold', 'Silver', 'Crystal']",[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']",[],"['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']",[],[],"['Lets Go Pikachu', 'Lets Go Eevee']","['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],[],[]
78,Rapidash,Galarian,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],[],[]
79,Slowpoke,,"['Red', 'Green', 'Blue', 'Yellow']",['Leaf Green'],"['Gold', 'Silver', 'Crystal']",[],['Platinum'],"['Heart Gold', 'Soul Silver']","['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],"['Lets Go Pikachu', 'Lets Go Eevee']","['Sword', 'Shield']",['Shining Pearl'],[],"['Scarlet', 'Violet']",['Legends ZA']
79,Slowpoke,Galarian,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",['Legends ZA']
80,Slowbro,,"['Red', 'Green', 'Blue', 'Yellow']",['Leaf Green'],"['Gold', 'Silver', 'Crystal']",[],['Platinum'],"['Heart Gold', 'Soul Silver']","['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],"['Lets Go Pikachu', 'Lets Go Eevee']","['Sword', 'Shield']",['Shining Pearl'],[],"['Scarlet', 'Violet']",['Legends ZA']
80,Slowbro,Galarian,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",['Legends ZA']
81,Magnemite,,"['Red', 'Green', 'Blue', 'Yellow']","['Fire Red', 'Leaf Green']","['Gold', 'Silver', 'Crystal']","['Ruby', 'Sapphire', 'Emerald']","['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']",['White'],"['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],"['Lets Go Pikachu', 'Lets Go Eevee']","['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],"['Scarlet', 'Violet']",[]
82,Magneton,,"['Red', 'Green', 'Blue', 'Yellow']","['Fire Red', 'Leaf Green']","['Gold', 'Silver', 'Crystal']","['Ruby', 'Sapphire', 'Emerald']","['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']",['White'],"['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],"['Lets Go Pikachu', 'Lets Go Eevee']","['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],"['Scarlet', 'Violet']",[]
83,Farfetch'd,,"['Red', 'Green', 'Blue', 'Yellow']","['Fire Red', 'Leaf Green']","['Gold', 'Silver', 'Crystal']",[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']",[],[],[],"['Lets Go Pikachu', 'Lets Go Eevee']","['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",[],[],['Legends ZA']
83,Farfetch'd,Galarian,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],[],['Legends ZA']
84,Doduo,,"['Red', 'Green', 'Blue', 'Yellow']","['Fire Red', 'Leaf Green']","['Gold', 'Silver', 'Crystal']","['Ruby', 'Sapphire', 'Emerald']","['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']",[],[],"['Lets Go Pikachu', 'Lets Go Eevee']",[],"['Brilliant Diamond', 'Shining Pearl']",[],"['Scarlet', 'Violet']",[]
85,Dodrio,,"['Red', 'Green', 'Blue', 'Yellow']","['Fire Red', 'Leaf Green']","['Gold', 'Silver', 'Crystal']","['Ruby', 'Sapphire', 'Emerald']","['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']",[],[],"['Lets Go Pikachu', 'Lets Go Eevee']",[],"['Brilliant Diamond', 'Shining Pearl']",[],"['Scarlet', 'Violet']",[]
86,Seel,,"['Red', 'Green', 'Blue', 'Yellow']","['Fire Red', 'Leaf Green']","['Gold', 'Silver', 'Crystal']",[],"['Diamond', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']",[],[],"['Lets Go Pikachu', 'Lets Go Eevee']",[],['Brilliant Diamond'],[],"['Scarlet', 'Violet']",[]
87,Dewgong,,"['Red', 'Green', 'Blue', 'Yellow']","['Fire Red', 'Leaf Green']","['Gold', 'Silver', 'Crystal']",[],"['Diamond', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']",[],[],"['Lets Go Pikachu', 'Lets Go Eevee']",[],['Brilliant Diamond'],[],"['Scarlet', 'Violet']",[]
88,Grimer,,"['Red', 'Green', 'Blue', 'Yellow']","['Fire Red', 'Leaf Green']","['Gold', 'Silver', 'Crystal']","['Ruby', 'Sapphire', 'Emerald']","['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']",[],"['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],['Lets Go Pikachu'],[],"['Brilliant Diamond', 'Shining Pearl']",[],"['Scarlet', 'Violet']",[]
88,Grimer,Alolan,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"['Scarlet', 'Violet']",[]
89,Muk,,"['Red', 'Green', 'Blue', 'Yellow']","['Fire Red', 'Leaf Green']","['Gold', 'Silver', 'Crystal']","['Ruby', 'Sapphire', 'Emerald']","['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']",[],"['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],['Lets Go Pikachu'],[],"['Brilliant Diamond', 'Shining Pearl']",[],"['Scarlet', 'Violet']",[]
89,Muk,Alolan,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"['Scarlet', 'Violet']",[]
90,Shellder,,"['Red', 'Green', 'Blue', 'Yellow']",['Fire Red'],"['Gold', 'Silver', 'Crystal']",[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']","['Black 2', 'White 2']",['Y'],[],"['Sun', 'Moon']",[],"['Lets Go Pikachu', 'Lets Go Eevee']","['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",[],"['Scarlet', 'Violet']",[]
91,Cloyster,,"['Red', 'Green', 'Blue', 'Yellow']",['Fire Red'],"['Gold', 'Silver', 'Crystal']",[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']","['Black 2', 'White 2']",['Y'],[],"['Sun', 'Moon']",[],"['Lets Go Pikachu', 'Lets Go Eevee']","['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",[],"['Scarlet', 'Violet']",[]
92,Gastly,,"['Red', 'Green', 'Blue', 'Yellow']","['Fire Red', 'Leaf Green']","['Gold', 'Silver', 'Crystal']",[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']",['White'],[],"['X', 'Y']",[],"['Sun', 'Moon']",[],"['Lets Go Pikachu', 'Lets Go Eevee']","['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],"['Scarlet', 'Violet']",['Legends ZA']
93,Haunter,,"['Red', 'Green', 'Blue', 'Yellow']","['Fire Red', 'Leaf Green']","['Gold', 'Silver', 'Crystal']",[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']",['White'],[],"['X', 'Y']",[],"['Sun', 'Moon']",[],"['Lets Go Pikachu', 'Lets Go Eevee']","['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],"['Scarlet', 'Violet']",['Legends ZA']
94,Gengar,,"['Red', 'Green', 'Blue', 'Yellow']","['Fire Red', 'Leaf Green']","['Gold', 'Silver', 'Crystal']",[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']",[],"['X', 'Y']",[],"['Sun', 'Moon']",[],"['Lets Go Pikachu', 'Lets Go Eevee']","['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],"['Scarlet', 'Violet']",['Legends ZA']
95,Onix,,"['Red', 'Green', 'Blue', 'Yellow']","['Fire Red', 'Leaf Green']","['Gold', 'Silver', 'Crystal']",[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']",[],[],"['Lets Go Pikachu', 'Lets Go Eevee']","['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],[],['Legends ZA']
96,Drowzee,,"['Red', 'Green', 'Blue', 'Yellow']","['Fire Red', 'Leaf Green']","['Gold', 'Silver', 'Crystal']",[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']",[],"['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],"['Lets Go Pikachu', 'Lets Go Eevee']",[],"['Brilliant Diamond', 'Shining Pearl']",[],"['Scarlet', 'Violet']",[]
97,Hypno,,"['Red', 'Green', 'Blue', 'Yellow']","['Fire Red', 'Leaf Green']","['Gold', 'Silver', 'Crystal']",[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']",[],"['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],"['Lets Go Pikachu', 'Lets Go Eevee']",[],"['Brilliant Diamond', 'Shining Pearl']",[],"['Scarlet', 'Violet']",[]
98,Krabby,,"['Red', 'Green', 'Blue', 'Yellow']","['Fire Red', 'Leaf Green']","['Gold', 'Silver', 'Crystal']",[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']",[],[],"['Lets Go Pikachu', 'Lets Go Eevee']","['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",[],[],[]
99,Kingler,,"['Red', 'Green', 'Blue', 'Yellow']","['Fire Red', 'Leaf Green']","['Gold', 'Silver', 'Crystal']",[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']",[],[],"['Lets Go Pikachu', 'Lets Go Eevee']","['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",[],[],[]
100,Voltorb,,"['Red', 'Green', 'Blue', 'Yellow']","['Fire Red', 'Leaf Green']","['Gold', 'Silver', 'Crystal']","['Ruby', 'Sapphire', 'Emerald']","['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']",[],[],"['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']",[],[],"['Lets Go Pikachu', 'Lets Go Eevee']",[],"['Brilliant Diamond', 'Shining Pearl']",[],"['Scarlet', 'Violet']",[]
100,Voltorb,Hisuian,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['Legends Arceus'],"['Scarlet', 'Violet']",[]
101,Electrode,,"['Red', 'Green', 'Blue', 'Yellow']","['Fire Red', 'Leaf Green']","['Gold', 'Silver', 'Crystal']","['Ruby', 'Sapphire', 'Emerald']","['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']",[],[],"['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']",[],[],"['Lets Go Pikachu', 'Lets Go Eevee']",[],"['Brilliant Diamond', 'Shining Pearl']",[],"['Scarlet', 'Violet']",[]
101,Electrode,Hisuian,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['Legends Arceus'],"['Scarlet', 'Violet']",[]
102,Exeggcute,,"['Red', 'Green', 'Blue', 'Yellow']","['Fire Red', 'Leaf Green']","['Gold', 'Silver', 'Crystal']",[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']",[],"['X', 'Y']",[],"['Sun', 'Moon']",[],"['Lets Go Pikachu', 'Lets Go Eevee']","['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",[],"['Scarlet', 'Violet']",[]
103,Exeggutor,,"['Red', 'Green', 'Blue', 'Yellow']","['Fire Red', 'Leaf Green']","['Gold', 'Silver', 'Crystal']",[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']",[],"['X', 'Y']",[],[],[],"['Lets Go Pikachu', 'Lets Go Eevee']","['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",[],"['Scarlet', 'Violet']",[]
103,Exeggutor,Alolan,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
104,Cubone,,"['Red', 'Green', 'Blue', 'Yellow']","['Fire Red', 'Leaf Green']","['Gold', 'Silver', 'Crystal']",[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']",[],"['X', 'Y']",[],"['Sun', 'Moon']",[],"['Lets Go Pikachu', 'Lets Go Eevee']","['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",[],[],['Legends ZA']
105,Marowak,,"['Red', 'Green', 'Blue', 'Yellow']","['Fire Red', 'Leaf Green']","['Gold', 'Silver', 'Crystal']",[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']",[],"['X', 'Y']",[],[],[],"['Lets Go Pikachu', 'Lets Go Eevee']","['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",[],[],['Legends ZA']
105,Marowak,Alolan,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],[],['Legends ZA']
106,Hitmonlee,,"['Red', 'Green', 'Blue', 'Yellow']","['Fire Red', 'Leaf Green']","['Gold', 'Silver', 'Crystal']",[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']",[],"['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']",[],[],"['Lets Go Pikachu', 'Lets Go Eevee']","['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",[],"['Scarlet', 'Violet']",[]
107,Hitmonchan,,"['Red', 'Green', 'Blue', 'Yellow']","['Fire Red', 'Leaf Green']","['Gold', 'Silver', 'Crystal']",[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']",[],"['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']",[],[],"['Lets Go Pikachu', 'Lets Go Eevee']","['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",[],"['Scarlet', 'Violet']",[]
108,Lickitung,,"['Red', 'Green', 'Blue', 'Yellow']","['Fire Red', 'Leaf Green']","['Gold', 'Silver', 'Crystal']",[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']",[],[],[],"['Lets Go Pikachu', 'Lets Go Eevee']","['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],[],[]
109,Koffing,,"['Red', 'Green', 'Blue']","['Fire Red', 'Leaf Green']","['Gold', 'Silver', 'Crystal']","['Ruby', 'Sapphire', 'Emerald']","['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']",[],"['Black 2', 'White 2']",[],"['Omega Ruby', 'Alpha Sapphire']",[],[],['Lets Go Eevee'],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",[],"['Scarlet', 'Violet']",[]
110,Weezing,,"['Red', 'Green', 'Blue']","['Fire Red', 'Leaf Green']","['Gold', 'Silver', 'Crystal']","['Ruby', 'Sapphire', 'Emerald']","['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']",[],"['Black 2', 'White 2']",[],"['Omega Ruby', 'Alpha Sapphire']",[],[],['Lets Go Eevee'],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",[],"['Scarlet', 'Violet']",[]
110,Weezing,Galarian,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
111,Rhyhorn,,"['Red', 'Green', 'Blue', 'Yellow']","['Fire Red', 'Leaf Green']","['Gold', 'Silver', 'Crystal']","['Ruby', 'Sapphire', 'Emerald']","['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']",['White'],"['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],"['Lets Go Pikachu', 'Lets Go Eevee']","['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],"['Scarlet', 'Violet']",[]
